"Month","WeekOfMonth","DayOfWeek","Make","AccidentArea","DayOfWeekClaimed","MonthClaimed","WeekOfMonthClaimed","Sex","MaritalStatus","Age","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound_P","PolicyNumber","RepNumber","Deductible","DriverRating","Days_Policy_Accident","Days_Policy_Claim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChange_Claim","NumberOfCars","Year","BasePolicy"
"Jan",3,"Monday","Mazda","Urban","Tuesday","Jan",4,"Male","Married",30,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",1,647,13,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Feb",2,"Monday","Honda","Urban","Monday","Feb",3,"Male","Single",0,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,269,5,400,3,"more than 30","more than 30","1","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Feb",3,"Saturday","Toyota","Urban","Monday","Feb",3,"Male","Single",22,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,511,12,400,2,"more than 30","more than 30","more than 4","3 years","26 to 30","No","No","External","1 to 2","2 to 3 years","1 vehicle",1994,"All Perils"
"Jan",2,"Monday","Chevrolet","Urban","Wednesday","Jan",3,"Male","Married",33,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",1,537,13,400,1,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Sep",3,"Tuesday","Accura","Urban","Wednesday","Sep",4,"Male","Married",39,"Policy Holder","Sedan - Liability","Sport","40000 to 59000",0,463,13,400,1,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","none","4 to 8 years","2 vehicles",1994,"Liability"
"Jun",1,"Friday","Pontiac","Urban","Friday","Jun",1,"Male","Married",44,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,261,9,400,2,"more than 30","more than 30","none","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",4,"Sunday","Honda","Urban","Tuesday","Feb",2,"Male","Married",62,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,858,3,400,4,"more than 30","more than 30","more than 4","more than 7","51 to 65","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jul",1,"Saturday","Toyota","Urban","Tuesday","Jul",2,"Male","Married",34,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,672,16,400,3,"more than 30","more than 30","1","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Sep",3,"Saturday","Honda","Urban","Wednesday","Sep",4,"Male","Single",24,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,817,5,400,1,"more than 30","more than 30","1","3 years","26 to 30","No","No","External","none","2 to 3 years","1 vehicle",1994,"Collision"
"Jul",4,"Saturday","Honda","Urban","Wednesday","Aug",2,"Male","Married",50,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",1,54,13,400,1,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Apr",1,"Wednesday","Honda","Urban","Thursday","Apr",2,"Male","Single",35,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,314,15,400,3,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Jan",4,"Thursday","Nisson","Rural","Thursday","Feb",1,"Male","Married",24,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",1,895,12,400,1,"more than 30","more than 30","2 to 4","5 years","26 to 30","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Oct",3,"Wednesday","Mazda","Urban","Wednesday","Oct",3,"Male","Married",45,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,500,12,400,1,"more than 30","more than 30","none","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jun",3,"Thursday","Honda","Urban","Thursday","Jun",4,"Male","Single",24,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,491,5,400,4,"more than 30","more than 30","2 to 4","4 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",3,"Monday","Ford","Urban","Tuesday","Jan",3,"Male","Married",74,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,181,8,400,4,"more than 30","more than 30","2 to 4","more than 7","over 65","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Apr",3,"Saturday","Mazda","Urban","Tuesday","Apr",3,"Male","Married",57,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,479,6,400,3,"more than 30","more than 30","more than 4","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Dec",2,"Wednesday","Mazda","Urban","Tuesday","Dec",3,"Female","Married",47,"Third Party","Sedan - Collision","Sedan","more than 69000",0,665,15,400,1,"more than 30","more than 30","1","7 years","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Jan",3,"Wednesday","Honda","Urban","Monday","Jan",4,"Male","Single",34,"Policy Holder","Sport - Collision","Sport","more than 69000",0,2,15,400,4,"more than 30","more than 30","none","6 years","31 to 35","Yes","No","External","none","no change","1 vehicle",1994,"Collision"
"Jul",2,"Sunday","Toyota","Urban","Monday","Jul",2,"Male","Single",30,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,602,12,400,1,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Nov",3,"Saturday","Toyota","Urban","Tuesday","Nov",4,"Male","Single",34,"Policy Holder","Sedan - Liability","Sport","less than 20000",0,648,10,400,3,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Feb",3,"Friday","Toyota","Urban","Wednesday","Feb",4,"Female","Married",46,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,512,13,400,1,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Oct",5,"Friday","Toyota","Urban","Friday","Feb",1,"Male","Married",34,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,140,9,400,2,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Sep",1,"Monday","Honda","Urban","Thursday","Sep",2,"Male","Single",23,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,360,13,400,3,"more than 30","more than 30","1","5 years","26 to 30","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Feb",5,"Monday","Chevrolet","Urban","Friday","Mar",1,"Male","Married",52,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,143,10,400,4,"more than 30","more than 30","none","more than 7","41 to 50","No","No","Internal","3 to 5","no change","5 to 8",1994,"Liability"
"Sep",4,"Saturday","Chevrolet","Urban","Wednesday","Sep",5,"Male","Married",28,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,591,14,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jan",1,"Wednesday","Pontiac","Urban","Thursday","Jan",2,"Male","Married",27,"Third Party","Sedan - Liability","Sport","30000 to 39000",0,291,2,400,4,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Jun",2,"Tuesday","Honda","Urban","Tuesday","Jun",2,"Male","Married",41,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,616,10,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","3 to 4",1994,"Liability"
"Apr",3,"Wednesday","Mazda","Urban","Thursday","Apr",4,"Male","Single",28,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,395,8,400,3,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Mar",2,"Wednesday","Chevrolet","Urban","Wednesday","Mar",2,"Male","Single",42,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,33,2,400,3,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Apr",4,"Tuesday","Honda","Urban","Tuesday","Apr",4,"Male","Married",51,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,124,1,400,4,"more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","none","no change","3 to 4",1994,"Collision"
"Jan",2,"Sunday","Honda","Urban","Friday","Jan",3,"Male","Married",41,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,275,9,400,3,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"May",3,"Wednesday","Mazda","Urban","Wednesday","May",3,"Male","Married",37,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,810,14,400,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",3,"Saturday","Toyota","Urban","Thursday","Mar",2,"Male","Married",26,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,548,7,400,1,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Feb",3,"Thursday","Accura","Rural","Friday","Feb",3,"Male","Married",42,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,248,11,400,2,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",2,"Friday","Honda","Rural","Wednesday","Jan",2,"Female","Single",31,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",1,450,4,400,1,"more than 30","more than 30","1","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Oct",1,"Sunday","Toyota","Urban","Tuesday","Oct",4,"Male","Married",80,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,568,9,400,2,"more than 30","more than 30","none","more than 7","over 65","No","No","External","more than 5","4 to 8 years","2 vehicles",1994,"All Perils"
"Mar",3,"Friday","Chevrolet","Rural","Wednesday","Mar",4,"Male","Married",80,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,348,5,400,3,"more than 30","more than 30","none","more than 7","over 65","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Apr",3,"Thursday","Chevrolet","Urban","Wednesday","May",1,"Male","Married",41,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,910,11,400,1,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Feb",2,"Wednesday","VW","Urban","Thursday","Feb",2,"Male","Married",51,"Third Party","Sedan - Liability","Sport","more than 69000",0,553,13,400,2,"more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Dec",3,"Monday","Accura","Urban","Tuesday","Dec",3,"Male","Single",28,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,605,16,400,2,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Mar",1,"Wednesday","Pontiac","Urban","Friday","Mar",1,"Male","Married",61,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,774,15,400,4,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jul",5,"Sunday","Honda","Urban","Wednesday","Aug",1,"Male","Single",34,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,905,3,400,1,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Mar",2,"Sunday","Mazda","Urban","Wednesday","Mar",3,"Male","Single",71,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,11,7,400,3,"more than 30","more than 30","none","more than 7","over 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",4,"Friday","Chevrolet","Urban","Thursday","Jan",4,"Male","Single",28,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,737,14,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jul",1,"Saturday","Honda","Urban","Tuesday","Sep",4,"Male","Single",0,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",1,29,9,400,1,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",5,"Friday","Toyota","Urban","Tuesday","Feb",1,"Male","Married",57,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",1,911,16,400,2,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","more than 5","1 year","1 vehicle",1994,"All Perils"
"Dec",4,"Saturday","Honda","Urban","Wednesday","Dec",5,"Male","Single",30,"Policy Holder","Sport - Collision","Sport","more than 69000",0,9,7,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","Yes","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Nov",4,"Sunday","Honda","Urban","Friday","Jan",3,"Male","Single",0,"Third Party","Sedan - All Perils","Sedan","more than 69000",0,63,3,400,2,"more than 30","more than 30","2 to 4","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jul",1,"Thursday","Honda","Urban","Wednesday","Jul",3,"Female","Single",26,"Third Party","Sport - Collision","Sport","more than 69000",0,693,14,400,1,"more than 30","more than 30","2 to 4","4 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Sep",4,"Wednesday","Toyota","Urban","Wednesday","Sep",4,"Male","Married",54,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,808,11,400,4,"more than 30","more than 30","more than 4","7 years","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jun",4,"Wednesday","Pontiac","Urban","Friday","Jun",4,"Male","Married",38,"Policy Holder","Sedan - Liability","Sport","less than 20000",0,222,2,400,4,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"May",1,"Wednesday","Honda","Urban","Friday","May",1,"Female","Single",34,"Third Party","Sport - Collision","Sport","more than 69000",0,870,12,400,2,"more than 30","more than 30","none","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Mar",3,"Tuesday","Honda","Urban","Wednesday","Mar",3,"Male","Single",0,"Third Party","Sedan - All Perils","Sedan","more than 69000",0,494,7,400,4,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Feb",3,"Friday","Toyota","Urban","Monday","Feb",3,"Male","Single",32,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,249,16,700,2,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Aug",3,"Sunday","Honda","Urban","Tuesday","Aug",3,"Male","Married",43,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,782,11,400,1,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Oct",2,"Friday","Dodge","Urban","Friday","Oct",3,"Male","Married",47,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,877,12,400,3,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Oct",5,"Friday","VW","Urban","Friday","Oct",5,"Male","Married",69,"Third Party","Sedan - All Perils","Sedan","60000 to 69000",0,384,11,400,1,"more than 30","more than 30","none","more than 7","over 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Mar",2,"Wednesday","Chevrolet","Urban","Wednesday","Mar",2,"Female","Married",55,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,357,8,400,3,"more than 30","more than 30","none","more than 7","41 to 50","No","No","Internal","more than 5","no change","1 vehicle",1994,"Liability"
"Aug",3,"Friday","Toyota","Urban","Tuesday","Aug",4,"Male","Married",29,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,564,13,400,4,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jul",2,"Monday","Honda","Urban","Tuesday","Jul",2,"Male","Married",39,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,889,3,400,3,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
